Date,Close,High,Low,Open,Volume
2020-06-04,9629.66015625,9741.9697265625,9577.7099609375,9672.169921875,6141320000
2020-06-05,9824.3896484375,9846.6298828125,9659.4501953125,9673.08984375,6607730000
2020-06-08,9901.51953125,9904.51953125,9753.8701171875,9805.6904296875,6197330000
2020-06-09,9967.169921875,10006.900390625,9859.0,9861.1796875,5319450000
2020-06-10,10094.259765625,10155.2001953125,10022.4404296875,10037.98046875,5170860000
2020-06-11,9588.48046875,9978.1904296875,9586.25,9907.5595703125,5300850000
2020-06-12,9663.7802734375,9849.009765625,9499.08984375,9785.580078125,4388990000
2020-06-15,9776.8896484375,9809.41015625,9489.580078125,9517.1396484375,4476010000
2020-06-16,9949.3701171875,10010.8896484375,9801.4501953125,9983.650390625,4669320000
2020-06-17,9982.48046875,10058.650390625,9952.5,9998.8603515625,4279700000
2020-06-18,10012.0498046875,10018.5595703125,9942.1103515625,9972.349609375,4335320000
2020-06-19,10008.6396484375,10121.669921875,9937.8095703125,10104.6298828125,6093830000
2020-06-22,10130.330078125,10134.6396484375,9989.490234375,10009.0,4506960000
2020-06-23,10209.8203125,10306.900390625,10172.0703125,10192.419921875,5755170000
2020-06-24,10002.7001953125,10232.419921875,9943.240234375,10183.76953125,5589130000
2020-06-25,10101.830078125,10110.2900390625,9901.2099609375,10003.5,4779640000
2020-06-26,9849.3603515625,10093.98046875,9837.740234375,10087.080078125,7309380000
2020-06-29,9961.16015625,9965.080078125,9742.8896484375,9850.5498046875,4336290000
2020-06-30,10156.849609375,10185.349609375,9956.830078125,9970.2099609375,4510190000
2020-07-01,10279.25,10321.76953125,10142.75,10160.41015625,4624430000
2020-07-02,10341.8896484375,10432.5498046875,10328.7802734375,10386.3798828125,4038920000
2020-07-06,10604.0595703125,10625.099609375,10485.8203125,10487.7001953125,4570260000
2020-07-07,10524.009765625,10704.9296875,10516.6298828125,10595.9404296875,4337130000
2020-07-08,10666.7001953125,10669.1298828125,10528.8203125,10594.41015625,4030210000
2020-07-09,10754.58984375,10785.9599609375,10574.9697265625,10745.8701171875,4013180000
2020-07-10,10836.330078125,10842.7802734375,10639.48046875,10751.76953125,3537510000
2020-07-13,10602.2099609375,11069.259765625,10574.5595703125,10951.5400390625,4851880000
2020-07-14,10689.51953125,10701.8798828125,10370.7900390625,10502.849609375,4461770000
2020-07-15,10701.6796875,10780.400390625,10570.9599609375,10752.1103515625,4647070000
2020-07-16,10626.4599609375,10658.900390625,10495.08984375,10589.8603515625,4277760000
2020-07-17,10645.2197265625,10680.7001953125,10558.7802734375,10651.599609375,4361480000
2020-07-20,10952.080078125,10971.51953125,10621.900390625,10672.9599609375,4314630000
2020-07-21,10833.0703125,11017.4296875,10800.8701171875,11015.5400390625,5350750000
2020-07-22,10870.75,10910.240234375,10776.240234375,10850.919921875,4128960000
2020-07-23,10580.58984375,10885.3798828125,10531.2197265625,10853.16015625,4501540000
2020-07-24,10483.1298828125,10543.419921875,10313.9404296875,10389.5400390625,4233390000
2020-07-27,10674.3798828125,10689.5498046875,10527.6396484375,10547.1103515625,4244570000
2020-07-28,10532.5,10662.1904296875,10527.4296875,10644.33984375,3894660000
2020-07-29,10662.98046875,10694.8798828125,10587.2001953125,10602.400390625,4009640000
2020-07-30,10715.509765625,10737.0302734375,10531.7900390625,10578.6298828125,4185810000
2020-07-31,10905.8798828125,10908.33984375,10707.400390625,10886.3603515625,4438730000
2020-08-03,11055.080078125,11085.5,10997.669921875,11018.01953125,4203890000
2020-08-04,11096.5400390625,11097.849609375,11002.5498046875,11048.5,4016520000
2020-08-05,11125.4404296875,11141.6904296875,11077.7001953125,11107.240234375,4160740000
2020-08-06,11267.080078125,11282.240234375,11090.5,11116.490234375,4120000000
2020-08-07,11139.3896484375,11276.2998046875,11044.599609375,11235.240234375,4263930000
2020-08-10,11085.169921875,11159.3798828125,10941.8701171875,11153.509765625,4048420000
2020-08-11,10876.080078125,11090.919921875,10855.0595703125,11039.6796875,4331770000
2020-08-12,11157.7197265625,11190.259765625,10970.8701171875,10972.0703125,3745230000
2020-08-13,11178.3701171875,11271.2197265625,11139.6396484375,11174.6396484375,3480470000
2020-08-14,11164.4501953125,11213.26953125,11106.9296875,11187.8203125,3514260000
2020-08-17,11288.5703125,11306.4697265625,11228.1396484375,11231.9697265625,3214870000
2020-08-18,11399.0302734375,11421.099609375,11279.080078125,11339.759765625,3228590000
2020-08-19,11318.6396484375,11440.2197265625,11303.400390625,11397.23046875,3496480000
2020-08-20,11477.0498046875,11497.1796875,11268.4599609375,11277.0498046875,4215130000
2020-08-21,11555.16015625,11574.7900390625,11461.5302734375,11476.849609375,3929290000
2020-08-24,11626.169921875,11728.08984375,11535.5498046875,11703.33984375,3907310000
2020-08-25,11721.8095703125,11723.9501953125,11580.8896484375,11610.580078125,3475280000
2020-08-26,11971.9404296875,11979.650390625,11768.0,11779.349609375,3471520000
2020-08-27,11926.16015625,12047.990234375,11842.83984375,11997.8896484375,3547400000
2020-08-28,11995.849609375,12018.1396484375,11928.6904296875,11992.6796875,3012980000
2020-08-31,12110.7001953125,12167.4599609375,12000.1103515625,12017.4599609375,3612050000
2020-09-01,12292.8603515625,12300.4404296875,12132.7802734375,12203.3603515625,3511060000
2020-09-02,12420.5400390625,12439.48046875,12176.1796875,12417.4501953125,3982360000
2020-09-03,11771.3701171875,12235.0,11662.1103515625,12195.75,4465010000
2020-09-04,11622.1298828125,11846.1796875,11145.990234375,11686.240234375,4284440000
2020-09-08,11068.259765625,11400.4599609375,11055.16015625,11143.91015625,3905420000
2020-09-09,11395.849609375,11480.3701171875,11197.1298828125,11308.25,3550660000
2020-09-10,11154.1201171875,11566.33984375,11095.9404296875,11501.4296875,3840010000
2020-09-11,11087.400390625,11280.41015625,10945.2197265625,11251.1904296875,3630250000
2020-09-14,11277.759765625,11363.25,11192.8203125,11250.7998046875,3737610000
2020-09-15,11438.8701171875,11495.400390625,11367.2001953125,11432.9404296875,3786110000
2020-09-16,11247.599609375,11486.08984375,11242.9599609375,11467.900390625,3678020000
2020-09-17,11080.9501953125,11160.0400390625,10936.7998046875,10965.740234375,3740110000
2020-09-18,10936.98046875,11153.9697265625,10769.400390625,11147.7998046875,5759090000
2020-09-21,10980.2197265625,10984.759765625,10677.849609375,10768.009765625,3900970000
2020-09-22,11186.3701171875,11207.080078125,10943.259765625,11082.08984375,3515440000
2020-09-23,10833.330078125,11179.58984375,10806.0498046875,11167.2197265625,4097320000
2020-09-24,10896.4697265625,11026.4296875,10728.41015625,10746.349609375,4086360000
2020-09-25,11151.1298828125,11177.73046875,10851.6796875,10910.5,3785270000
2020-09-28,11364.4501953125,11369.400390625,11243.240234375,11332.3203125,3591740000
2020-09-29,11322.9501953125,11396.2197265625,11305.7900390625,11354.7001953125,3389040000
2020-09-30,11418.0595703125,11535.009765625,11328.5498046875,11328.5498046875,4260630000
2020-10-01,11583.2001953125,11606.73046875,11488.599609375,11554.9599609375,4005900000
2020-10-02,11255.6904296875,11479.080078125,11225.169921875,11328.849609375,3731510000
2020-10-05,11509.0595703125,11512.0595703125,11336.0703125,11345.240234375,3623920000
2020-10-06,11291.26953125,11536.419921875,11256.259765625,11476.6796875,4390960000
2020-10-07,11503.1904296875,11519.5498046875,11382.48046875,11412.650390625,3910770000
2020-10-08,11550.9404296875,11582.7802734375,11510.240234375,11576.4404296875,3507570000
2020-10-09,11725.849609375,11727.599609375,11600.8603515625,11615.5703125,3504230000
2020-10-12,12088.1103515625,12204.75,11880.23046875,11900.1201171875,3885030000
2020-10-13,12083.169921875,12187.7802734375,12032.75,12131.0703125,3634130000
2020-10-14,11985.3603515625,12159.2099609375,11913.5703125,12105.099609375,3410410000
2020-10-15,11898.5703125,11928.6298828125,11765.490234375,11767.26953125,3325270000
2020-10-16,11852.169921875,12034.1298828125,11824.1396484375,11952.1201171875,3166980000
2020-10-19,11634.349609375,11962.4697265625,11606.48046875,11913.009765625,3477410000
2020-10-20,11677.83984375,11801.400390625,11613.759765625,11679.080078125,3510040000
2020-10-21,11665.3701171875,11789.4599609375,11646.48046875,11686.1904296875,3467310000
2020-10-22,11662.91015625,11739.2197265625,11529.73046875,11712.6396484375,3434040000
2020-10-23,11692.5703125,11693.009765625,11569.08984375,11680.73046875,3145570000
2020-10-26,11504.51953125,11708.080078125,11360.73046875,11584.169921875,3205100000
2020-10-27,11598.9501953125,11633.490234375,11503.099609375,11560.8603515625,3104770000
2020-10-28,11142.759765625,11426.099609375,11136.099609375,11400.48046875,3930690000
2020-10-29,11350.740234375,11467.3701171875,11187.080078125,11214.330078125,3244190000
2020-10-30,11052.9501953125,11293.759765625,10960.01953125,11265.7001953125,3671600000
2020-11-02,11084.759765625,11222.51953125,10957.1103515625,11152.48046875,3209000000
2020-11-03,11279.91015625,11356.080078125,11115.5498046875,11155.849609375,3216580000
2020-11-04,11777.01953125,11846.4599609375,11564.91015625,11627.759765625,3620760000
2020-11-05,12078.0703125,12117.0400390625,11977.0703125,12021.76953125,3848160000
2020-11-06,12091.349609375,12116.91015625,11895.5,12044.2900390625,4183220000
2020-11-09,11830.3896484375,12268.66015625,11818.240234375,12194.7099609375,5863900000
2020-11-10,11624.2900390625,11761.9501953125,11512.4599609375,11704.4599609375,4736560000
2020-11-11,11892.9296875,11904.1298828125,11714.3203125,11734.8095703125,3854680000
2020-11-12,11827.1396484375,11976.8896484375,11786.08984375,11924.150390625,3886670000
2020-11-13,11937.83984375,11957.08984375,11808.9501953125,11910.6201171875,3654230000
2020-11-16,12013.3798828125,12035.5,11891.849609375,11925.3603515625,4172570000
2020-11-17,11977.490234375,12047.1298828125,11964.2001953125,12030.26953125,4145030000
2020-11-18,11894.7099609375,12027.150390625,11892.5400390625,11963.3603515625,4731420000
2020-11-19,11985.4296875,12000.2900390625,11842.66015625,11863.1201171875,5385190000
2020-11-20,11906.4404296875,12017.419921875,11903.5703125,11976.0,5350970000
2020-11-23,11905.9404296875,12001.830078125,11817.5302734375,11959.8896484375,5473250000
2020-11-24,12079.8095703125,12094.16015625,11878.3095703125,11952.7001953125,6339580000
2020-11-25,12152.2197265625,12174.990234375,12081.509765625,12112.1103515625,4448640000
2020-11-27,12258.2099609375,12306.7099609375,12214.4501953125,12220.3701171875,3401830000
2020-11-30,12268.3203125,12299.6103515625,12090.9296875,12278.7802734375,7760390000
2020-12-01,12455.330078125,12510.01953125,12338.3603515625,12387.6201171875,6512420000
2020-12-02,12456.41015625,12472.25,12318.26953125,12390.580078125,5194960000
2020-12-03,12467.1298828125,12538.919921875,12445.3603515625,12469.16015625,5209980000
2020-12-04,12528.48046875,12531.2099609375,12450.509765625,12479.91015625,5086900000
2020-12-07,12596.4697265625,12610.0,12523.1201171875,12523.5703125,4771820000
2020-12-08,12635.7197265625,12651.349609375,12504.9697265625,12574.83984375,4809480000
2020-12-09,12364.6396484375,12643.240234375,12311.2998046875,12626.9697265625,5168450000
2020-12-10,12401.740234375,12447.849609375,12226.1298828125,12268.4697265625,4518580000
2020-12-11,12375.41015625,12378.6103515625,12236.7998046875,12327.0703125,4292680000
2020-12-14,12462.2099609375,12544.3095703125,12426.25,12427.8603515625,4491930000
2020-12-15,12595.919921875,12596.83984375,12467.5703125,12565.2802734375,4423650000
2020-12-16,12668.16015625,12698.1103515625,12568.7099609375,12607.8701171875,4592700000
2020-12-17,12752.0595703125,12760.9697265625,12685.98046875,12741.6396484375,5029830000
2020-12-18,12738.1796875,12793.4697265625,12611.2197265625,12786.919921875,7125800000
2020-12-21,12690.259765625,12706.4404296875,12474.0302734375,12575.599609375,5192860000
2020-12-22,12717.5595703125,12761.23046875,12606.419921875,12715.48046875,5811850000
2020-12-23,12653.1396484375,12737.58984375,12649.599609375,12733.75,7100250000
2020-12-24,12711.009765625,12732.5498046875,12665.7998046875,12668.2001953125,3305960000
2020-12-28,12838.8603515625,12861.91015625,12747.0498046875,12813.9697265625,5109140000
2020-12-29,12843.490234375,12925.5302734375,12816.58984375,12909.8603515625,4726920000
2020-12-30,12845.3603515625,12917.4501953125,12828.7900390625,12900.0302734375,5343010000
2020-12-31,12888.2802734375,12904.08984375,12804.75,12852.9599609375,4815840000
2021-01-04,12694.66015625,12950.2197265625,12537.419921875,12950.2197265625,6636170000
2021-01-05,12802.3798828125,12809.669921875,12663.1298828125,12663.1298828125,6971860000
2021-01-06,12623.349609375,12803.2900390625,12569.419921875,12601.259765625,7689880000
2021-01-07,12939.5703125,12966.6796875,12744.8203125,12745.41015625,6841480000
2021-01-08,13105.2001953125,13113.08984375,12939.73046875,13037.240234375,7289390000
2021-01-11,12902.490234375,13023.2099609375,12883.58984375,12961.5,6960470000
2021-01-12,12892.08984375,12957.4296875,12783.7099609375,12916.099609375,7264070000
2021-01-13,12973.6298828125,13008.849609375,12878.01953125,12911.8701171875,7104810000
2021-01-14,12898.6904296875,13037.0498046875,12886.16015625,13010.9404296875,6734100000
2021-01-15,12803.9296875,12941.2900390625,12758.099609375,12898.08984375,6458360000
2021-01-19,12996.5400390625,13012.08984375,12861.2998046875,12921.6103515625,6297860000
2021-01-20,13296.4501953125,13332.259765625,13138.2998046875,13155.1201171875,6820990000
2021-01-21,13404.990234375,13433.6904296875,13297.7900390625,13356.7001953125,7258640000
2021-01-22,13366.400390625,13404.76953125,13336.900390625,13356.1796875,5972750000
2021-01-25,13483.2900390625,13563.7001953125,13205.58984375,13515.6298828125,7193710000
2021-01-26,13490.1904296875,13536.2998046875,13440.3203125,13507.4697265625,6849600000
2021-01-27,13112.650390625,13393.509765625,13034.1396484375,13371.16015625,11621190000
2021-01-28,13201.5302734375,13401.849609375,13150.099609375,13163.3203125,9959270000
2021-01-29,12925.3798828125,13167.8701171875,12845.4296875,13124.7001953125,7872250000
2021-02-01,13248.900390625,13280.2197265625,12983.099609375,13067.650390625,7092520000
2021-02-02,13456.1201171875,13501.23046875,13363.759765625,13371.3701171875,7325270000
2021-02-03,13402.3701171875,13561.4501953125,13400.080078125,13555.0302734375,7546940000
2021-02-04,13560.8896484375,13563.1298828125,13406.4404296875,13454.849609375,7295370000
2021-02-05,13603.9599609375,13642.9599609375,13527.8095703125,13592.76953125,6792910000
2021-02-08,13695.01953125,13698.41015625,13607.9599609375,13672.330078125,8564530000
2021-02-09,13687.080078125,13741.7900390625,13664.7001953125,13667.1396484375,8766770000
2021-02-10,13655.26953125,13770.91015625,13531.9296875,13751.419921875,10785930000
2021-02-11,13734.349609375,13747.2001953125,13637.1904296875,13723.6298828125,10916780000
2021-02-12,13807.7001953125,13816.25,13656.7802734375,13695.900390625,7416940000
2021-02-16,13773.76953125,13879.76953125,13726.7802734375,13841.0302734375,7722100000
2021-02-17,13699.7099609375,13713.1396484375,13552.66015625,13636.150390625,7280500000
2021-02-18,13637.509765625,13669.9404296875,13477.169921875,13556.009765625,6499420000
2021-02-19,13580.7802734375,13701.6904296875,13545.4501953125,13686.23046875,6737820000
2021-02-22,13223.740234375,13447.3701171875,13220.76953125,13414.0400390625,6483740000
2021-02-23,13194.7099609375,13259.849609375,12758.1201171875,12982.3603515625,7516510000
2021-02-24,13302.1904296875,13312.4296875,12971.8203125,13095.8603515625,5886230000
2021-02-25,12828.3095703125,13294.5595703125,12773.759765625,13197.75,6390380000
2021-02-26,12909.4404296875,13090.3603515625,12764.33984375,12958.9599609375,5906110000
2021-03-01,13282.9501953125,13293.7802734375,13051.7001953125,13106.01953125,5079530000
2021-03-02,13059.9501953125,13301.6201171875,13052.1201171875,13297.759765625,4948140000
2021-03-03,12683.330078125,13057.2900390625,12679.8896484375,13020.099609375,5529980000
2021-03-04,12464.0,12799.080078125,12314.16015625,12655.919921875,7864380000
2021-03-05,12668.509765625,12700.9599609375,12208.3896484375,12594.16015625,7725200000
2021-03-08,12299.080078125,12718.580078125,12287.5703125,12629.5595703125,6010230000
2021-03-09,12794.490234375,12868.51953125,12592.830078125,12635.4501953125,6345560000
2021-03-10,12752.0703125,12979.3798828125,12726.849609375,12950.25,6023880000
2021-03-11,13052.900390625,13117.8603515625,12920.009765625,12960.5302734375,6008850000
2021-03-12,12937.2900390625,12943.580078125,12778.1298828125,12873.3896484375,5497210000
2021-03-15,13082.5400390625,13085.009765625,12885.6396484375,12936.1298828125,5972370000
2021-03-16,13152.2802734375,13297.48046875,13091.7802734375,13156.650390625,5493890000
2021-03-17,13202.3798828125,13280.2900390625,12950.080078125,13024.830078125,5536110000
2021-03-18,12789.1396484375,13040.3603515625,12781.5302734375,13006.2900390625,5739720000
2021-03-19,12866.990234375,12906.01953125,12704.0703125,12792.669921875,7630590000
2021-03-22,13086.509765625,13167.4599609375,12943.1396484375,12943.1396484375,5321760000
2021-03-23,13017.7900390625,13180.66015625,12993.5,13127.169921875,5675010000
